Avg_ch1,Err_ch1,Avg_ch2,Err_ch2,Avg_ch3,Err_ch3,Avg_ch4,Err_ch4
83.987,0.5755332853645935,45.241,0.4085714216714215,84.666,0.5691939544283281,8967.714,6.059792892987837
Sample,ch1,ch2,ch3,ch4
270,93,45,81,8868
271,90,45,76,8820
272,65,46,92,8828
273,86,37,69,9042
274,76,45,99,8909
275,90,50,90,9202
276,82,55,96,9029
277,89,44,69,9083
278,91,49,100,9130
279,76,37,79,8915
280,80,39,76,9062
281,77,48,80,9033
282,88,44,71,8955
283,86,39,73,8907
284,96,50,72,8922
285,85,50,92,8997
286,103,40,94,8908
287,87,44,87,9063
288,85,61,81,9013
289,75,41,79,9048
290,86,49,75,8948
291,89,52,85,9090
292,71,41,79,8931
293,84,42,94,8960
294,79,48,85,8930
295,76,61,75,9015
296,81,43,83,8883
297,76,32,94,9000
298,93,58,72,8966
299,77,40,97,9093
300,88,40,95,8954
301,85,43,84,8834
302,74,49,84,8951
303,65,48,104,8930
304,75,39,99,8912
305,71,47,63,8834
306,83,44,78,8977
307,94,51,84,9010
308,79,47,86,8952
309,78,45,84,8998
310,87,49,85,8892
311,96,61,72,9032
312,97,48,100,9016
313,91,54,83,9085
314,87,43,82,8920
315,74,41,69,8918
316,91,48,87,9037
317,92,43,79,9068
318,78,41,89,8808
319,85,34,86,9029
320,84,55,97,9101
321,112,59,77,8992
322,77,51,95,9100
323,100,33,72,8788
324,75,39,80,8978
325,108,45,77,9184
326,77,56,98,8917
327,62,39,91,8930
328,86,41,82,9249
329,86,52,68,8910
330,79,44,88,9069
331,77,37,97,8963
332,74,48,81,8846
333,102,52,94,9027
334,93,53,100,8942
335,81,54,92,8956
336,107,60,90,8992
337,98,31,89,9016
338,92,37,86,9078
339,102,45,80,8904
340,90,48,80,8941
341,84,46,80,8981
342,75,46,78,8830
343,81,51,69,9068
344,82,44,78,8919
345,89,49,90,8919
346,80,41,82,8928
347,74,55,96,8988
348,73,43,92,9050
349,91,42,79,8990
350,78,37,92,9035
351,73,51,96,8975
352,78,38,92,9027
353,87,48,86,9092
354,86,46,83,8892
355,90,45,84,8957
356,68,42,95,9006
357,73,48,83,8952
358,88,50,82,8970
359,78,42,83,8848
360,86,41,81,9009
361,88,46,86,9004
362,75,40,79,8970
363,86,57,90,8864
364,97,37,79,8920
365,69,46,101,8935
366,80,44,81,9161
367,92,50,80,8972
368,88,48,97,9220
369,96,44,101,9004
370,76,41,93,9060
371,96,42,92,9162
372,81,49,80,8817
373,71,59,97,9107
374,83,44,92,8880
375,89,47,75,9116
376,75,50,82,9047
377,74,34,77,8892
378,75,36,95,8933
379,88,44,89,8961
380,89,50,81,8996
381,93,38,96,8863
382,97,48,99,8993
383,68,43,81,9054
384,90,42,100,8972
385,80,38,79,8820
386,61,45,92,8916
387,86,50,98,8969
388,95,48,70,8887
389,106,44,75,8991
390,91,48,98,8847
391,79,54,84,8895
392,90,52,81,9078
393,73,39,76,9076
394,92,56,85,8753
395,84,41,94,9135
396,78,54,76,8945
397,93,44,67,9097
398,104,42,91,8974
399,74,36,80,9244
400,84,50,82,9024
401,85,37,91,8953
402,108,41,70,9146
403,82,49,76,8992
404,90,48,79,8902
405,86,46,77,8939
406,92,44,87,8930
407,87,38,89,9100
408,85,43,95,8928
409,81,36,73,9027
410,77,46,91,9062
411,83,46,84,8905
412,97,42,73,9010
413,77,65,85,8870
414,86,47,86,9074
415,68,35,79,8925
416,83,52,77,9087
417,72,49,86,8863
418,76,42,82,8965
419,80,47,69,8924
420,89,48,87,9010
421,57,47,75,9020
422,81,54,90,8951
423,89,38,76,9051
424,90,49,87,8949
425,110,45,96,8793
426,75,43,79,8994
427,89,46,86,9076
428,86,45,77,9026
429,69,46,78,8881
430,74,49,82,9065
431,66,41,71,9060
432,72,38,92,9064
433,84,45,89,9110
434,86,42,90,9105
435,67,42,77,8867
436,94,55,91,8926
437,91,50,101,8915
438,87,60,82,8885
439,80,35,89,9077
440,83,46,69,8989
441,69,59,97,9035
442,78,48,84,9005
443,81,36,106,8980
444,75,45,81,9142
445,95,43,80,9042
446,94,53,82,9030
447,66,42,80,9103
448,78,42,66,9002
449,84,42,87,8962
450,72,56,91,9113
451,97,37,82,8920
452,67,46,99,8745
453,96,45,73,8959
454,95,37,85,8728
455,79,45,81,8924
456,81,48,97,8898
457,89,60,76,9098
458,102,41,80,9138
459,83,39,66,9067
460,93,38,73,9065
461,88,44,79,8895
462,97,41,94,9211
463,103,41,98,8972
464,85,51,83,9008
465,89,37,90,9044
466,90,50,103,9076
467,88,41,81,9023
468,95,48,95,8906
469,86,39,92,8979
470,82,52,88,8962
471,84,50,93,8957
472,72,43,84,9024
473,88,49,91,8883
474,77,46,90,8894
475,80,45,73,8947
476,70,54,74,8925
477,93,46,73,8965
478,80,43,75,9099
479,96,34,99,8742
480,85,56,82,9023
481,81,57,90,8924
482,79,48,71,8938
483,85,47,76,9003
484,81,53,78,8989
485,101,50,87,8975
486,80,42,80,9039
487,93,45,93,8886
488,81,44,100,8976
489,81,53,81,8961
490,77,53,85,8962
491,79,49,78,8888
492,80,40,86,8974
493,83,38,99,8940
494,83,39,79,9024
495,89,48,84,9002
496,94,51,90,9088
497,90,49,88,8995
498,96,43,83,8933
499,83,49,90,9024
500,87,39,96,8898
501,92,39,75,8897
502,93,46,66,9011
503,82,37,94,8886
504,76,49,88,9025
505,86,46,85,9090
506,80,41,85,8833
507,63,52,88,8943
508,81,59,77,9052
509,98,47,80,8863
510,77,51,76,8963
511,89,39,84,9119
512,95,34,77,9086
513,88,47,71,8845
514,86,47,102,8786
515,76,45,88,8834
516,87,43,79,8943
517,80,50,95,8861
518,77,43,95,8976
519,91,50,93,9118
520,83,54,94,8977
521,71,40,94,8928
522,76,50,99,9053
523,77,41,84,8901
524,81,62,82,8901
525,81,41,91,9012
526,76,35,88,9031
527,86,42,76,8872
528,82,54,82,8970
529,86,41,102,8975
530,112,41,74,9067
531,77,39,87,9024
532,87,52,94,9031
533,79,45,101,8998
534,94,46,86,8883
535,79,46,89,9009
536,103,48,86,8984
537,89,49,75,8969
538,74,49,78,8800
539,84,44,84,8931
540,84,43,86,9077
541,69,48,84,9133
542,88,42,100,8797
543,61,50,73,9028
544,90,44,80,8872
545,84,48,94,9055
546,92,52,88,8822
547,76,59,72,8888
548,95,36,97,9064
549,100,40,79,9051
550,81,52,78,9187
551,72,46,79,8951
552,98,44,92,8848
553,84,39,95,9139
554,89,47,76,8942
555,96,36,81,8959
556,90,46,82,8907
557,92,53,71,9082
558,79,35,83,8922
559,93,37,87,8870
560,74,52,78,8892
561,88,49,94,8853
562,88,38,73,9001
563,90,51,100,8841
564,116,47,80,8949
565,86,46,92,8843
566,70,51,82,9011
567,91,47,91,9079
568,80,57,68,9061
569,86,47,101,8914
570,98,40,90,9084
571,94,40,89,8883
572,85,47,88,9000
573,68,38,96,9194
574,91,43,80,9011
575,88,47,72,8956
576,82,48,75,8996
577,99,46,95,9073
578,87,52,90,9091
579,89,53,73,9070
580,82,51,76,9021
581,90,42,86,8829
582,84,41,83,8860
583,90,50,75,8960
584,78,31,79,8820
585,80,41,76,9046
586,89,41,104,8997
587,79,40,78,9020
588,85,54,87,8915
589,93,45,80,8922
590,73,32,92,9114
591,94,46,95,8852
592,76,57,92,9007
593,84,46,91,8917
594,93,32,93,9059
595,75,44,95,9001
596,81,49,76,9049
597,76,53,90,8706
598,100,55,85,8922
599,74,52,65,9027
600,86,44,77,9044
601,83,42,73,8845
602,87,40,83,8997
603,110,59,95,9116
604,81,51,76,9076
605,96,43,71,8968
606,78,44,86,8872
607,84,46,74,9019
608,81,45,87,8973
609,82,52,89,8869
610,86,42,93,8995
611,76,53,81,8764
612,75,48,87,9068
613,96,42,91,9052
614,84,42,82,9007
615,86,49,82,8972
616,93,35,78,8792
617,71,37,88,9047
618,107,54,78,9049
619,78,45,83,8966
620,79,36,100,9083
621,102,40,87,9018
622,76,41,76,8885
623,73,56,86,8820
624,89,36,91,8917
625,78,48,84,9017
626,84,42,71,8896
627,83,54,90,9079
628,84,44,76,9001
629,81,59,93,9119
630,81,39,71,8845
631,77,47,79,8941
632,67,34,96,9057
633,86,36,95,9219
634,76,36,81,8882
635,93,60,77,8681
636,102,44,95,8823
637,76,52,82,9176
638,78,47,86,8899
639,69,54,79,8774
640,87,50,65,8894
641,90,42,95,8956
642,82,54,80,8826
643,76,46,81,8952
644,85,36,90,8807
645,91,50,84,8839
646,75,43,92,9121
647,93,37,99,9039
648,82,43,104,8997
649,92,44,71,8874
650,90,38,94,8996
651,92,55,92,8826
652,89,50,96,8959
653,82,56,74,8890
654,79,45,79,9008
655,84,33,81,8816
656,95,43,71,9101
657,78,44,81,8849
658,79,48,94,8980
659,84,43,101,8944
660,90,41,82,8931
661,84,57,83,8761
662,79,59,58,9070
663,71,44,98,8940
664,104,54,85,9088
665,80,37,96,8824
666,72,48,76,9054
667,84,44,90,9025
668,89,46,91,9033
669,85,48,76,9021
670,89,36,79,8839
671,95,48,88,8758
672,95,29,74,8962
673,82,46,86,9129
674,86,46,84,9092
675,81,37,100,8822
676,91,38,79,9035
677,73,46,75,8935
678,93,42,78,8946
679,77,37,79,8787
680,85,36,73,9027
681,87,46,81,8894
682,84,42,98,8970
683,74,43,83,8977
684,78,43,86,9005
685,87,43,94,8770
686,87,43,89,8953
687,82,50,92,8936
688,71,45,69,9012
689,87,36,101,8965
690,70,38,75,9070
691,91,42,90,8869
692,72,45,82,8912
693,88,35,85,8927
694,96,57,89,8903
695,80,51,68,9058
696,69,36,86,8984
697,83,51,67,9021
698,79,39,91,8984
699,61,48,91,9037
700,89,46,70,9029
701,88,59,62,8927
702,79,49,74,8988
703,98,44,87,8958
704,93,58,81,9048
705,80,39,82,8835
706,88,38,100,9031
707,95,43,87,9046
708,82,36,104,8936
709,79,40,108,8872
710,71,44,78,8927
711,81,42,92,9047
712,95,49,93,8919
713,91,49,86,8807
714,78,44,75,9124
715,75,33,81,8848
716,104,48,74,8882
717,89,42,82,8972
718,78,35,92,9035
719,90,45,84,9103
720,78,42,83,9065
721,85,54,65,9136
722,97,40,75,8989
723,90,46,83,9020
724,95,43,75,8893
725,84,41,81,8864
726,77,45,83,9065
727,70,46,86,8993
728,84,52,96,8854
729,82,61,83,8958
730,77,49,105,8841
731,84,53,80,9089
732,76,61,90,8832
733,88,44,97,8826
734,74,52,76,9124
735,93,46,93,9000
736,94,41,68,9020
737,96,33,102,8714
738,79,40,65,8821
739,84,49,83,8878
740,101,45,82,9075
741,85,48,89,9068
742,85,43,92,8771
743,67,35,87,9056
744,96,49,90,8876
745,90,32,96,8980
746,81,39,89,8891
747,66,49,84,8997
748,81,40,85,8823
749,76,36,80,8975
750,86,28,80,8909
751,80,44,73,8952
752,98,38,94,9082
753,92,45,83,8806
754,78,49,71,9069
755,75,43,87,8875
756,85,46,86,8734
757,92,42,90,8939
758,82,45,80,8918
759,96,54,90,8969
760,89,49,74,8902
761,85,60,91,8923
762,104,50,82,9047
763,91,54,87,8876
764,77,56,93,8951
765,73,41,73,8983
766,67,59,99,8952
767,85,45,87,8977
768,79,50,86,8880
769,86,54,80,8963
770,74,43,91,8902
771,77,43,75,8802
772,66,55,77,9172
773,82,52,81,9074
774,79,54,73,8832
775,76,44,71,8956
776,82,28,80,8991
777,78,47,86,9002
778,85,53,94,8910
779,82,53,67,8883
780,81,37,83,8973
781,69,48,87,9111
782,87,48,111,8749
783,78,46,90,8825
784,96,35,81,8971
785,88,45,111,8978
786,90,29,75,9007
787,86,46,93,8958
788,69,45,93,8857
789,83,36,82,9084
790,102,45,78,9011
791,90,42,82,8974
792,86,55,86,9128
793,76,32,78,8993
794,92,43,88,8776
795,93,49,81,9026
796,85,37,87,8873
797,90,46,72,9016
798,80,50,90,9054
799,89,39,76,8856
800,75,37,70,8982
801,74,41,74,8954
802,80,52,80,8999
803,86,36,72,8753
804,86,38,94,9025
805,94,49,77,8916
806,89,43,88,8983
807,76,45,80,8892
808,86,42,82,9115
809,74,50,89,8875
810,76,42,87,9142
811,111,42,102,9042
812,85,55,86,8790
813,73,59,81,8783
814,80,49,98,8939
815,79,46,87,8923
816,93,42,86,8866
817,72,52,81,8904
818,82,47,81,9017
819,82,47,85,8932
820,68,41,93,8891
821,86,44,73,8958
822,74,54,93,8853
823,85,38,79,9226
824,69,35,101,8875
825,87,51,85,8806
826,77,43,81,9006
827,95,35,89,9079
828,73,45,76,9011
829,68,45,76,8857
830,78,41,100,9016
831,74,55,81,8827
832,83,58,91,9039
833,81,45,77,8962
834,84,49,87,9057
835,60,47,69,8894
836,79,50,94,8971
837,86,51,75,8830
838,77,46,74,8882
839,77,51,87,9003
840,80,47,93,8953
841,78,43,103,9006
842,73,45,97,8867
843,79,45,96,9004
844,80,40,84,8839
845,79,46,88,8964
846,89,42,73,8851
847,65,35,78,8985
848,84,52,76,8801
849,86,42,80,8894
850,83,51,82,8852
851,105,43,98,8898
852,87,46,87,8814
853,91,54,77,8808
854,85,43,90,8971
855,76,48,85,9041
856,96,45,80,9079
857,77,41,83,8952
858,89,42,69,8953
859,83,37,78,9032
860,90,45,96,8999
861,78,45,94,8995
862,90,40,84,9114
863,96,55,77,9001
864,87,57,83,8808
865,91,43,73,8955
866,88,63,85,9001
867,71,41,86,9117
868,93,52,77,8789
869,88,49,74,9020
870,84,40,94,8984
871,77,46,92,8912
872,66,39,89,8882
873,70,40,89,9006
874,78,46,90,8909
875,93,44,85,8927
876,96,54,83,8922
877,81,35,70,8965
878,114,42,83,8867
879,100,49,100,8922
880,79,47,84,9040
881,80,48,84,9129
882,75,44,76,8877
883,92,50,81,8787
884,92,36,83,9016
885,82,47,81,9042
886,79,48,99,8837
887,79,38,105,9107
888,81,55,87,9043
889,88,37,96,8925
890,88,48,97,8825
891,92,49,81,8891
892,76,44,92,8795
893,96,40,74,8997
894,83,39,83,8905
895,77,52,82,9058
896,78,44,77,8960
897,96,34,86,8894
898,88,38,109,8915
899,87,52,88,8955
900,87,41,85,8974
901,84,49,82,8944
902,93,44,87,8862
903,94,33,108,9071
904,75,54,94,8940
905,82,32,78,9088
906,91,53,87,9038
907,80,38,97,9172
908,79,54,66,8887
909,85,49,90,9117
910,74,40,74,9084
911,76,51,109,8994
912,82,49,80,8963
913,90,45,92,8990
914,84,47,76,8896
915,71,36,88,8849
916,70,44,83,8972
917,63,38,96,8931
918,76,51,69,8845
919,62,54,82,8796
920,84,49,75,9015
921,99,30,77,8961
922,73,37,80,8897
923,86,36,85,8857
924,101,55,64,8929
925,86,40,102,8898
926,81,50,87,9017
927,86,55,97,9054
928,88,47,74,9172
929,99,42,79,8957
930,97,41,80,8969
931,62,38,94,8980
932,85,46,82,8877
933,88,50,89,8800
934,84,43,83,8979
935,70,52,75,8786
936,82,44,73,9023
937,81,50,96,8869
938,90,43,77,8988
939,81,48,91,9198
940,84,49,93,9019
941,87,36,89,9142
942,82,51,74,8868
943,76,54,100,9015
944,74,62,83,9069
945,94,50,84,8970
946,91,50,74,8890
947,83,38,84,8932
948,91,52,80,8896
949,72,58,70,8956
950,74,52,81,8944
951,77,33,91,8745
952,84,50,87,9030
953,94,49,97,8837
954,85,39,71,9000
955,64,41,86,9037
956,70,38,83,8706
957,59,50,97,9095
958,93,49,78,9081
959,81,54,85,8793
960,91,32,76,8837
961,91,45,84,8907
962,73,47,82,8877
963,80,40,93,8961
964,75,41,82,8910
965,97,48,92,9006
966,95,40,87,9149
967,85,40,92,8870
968,85,49,76,9154
969,87,33,98,9149
970,92,42,84,8860
971,82,56,94,8970
972,71,40,85,8947
973,85,40,70,8962
974,102,42,85,8909
975,66,46,78,8995
976,83,39,86,8938
977,109,50,76,9070
978,81,40,84,9064
979,95,48,72,8993
980,79,41,94,9019
981,79,42,85,8877
982,85,59,80,9043
983,90,49,98,8899
984,79,43,93,8980
985,80,47,79,8915
986,89,40,87,9015
987,86,33,87,9007
988,82,37,83,9040
989,99,46,81,9019
990,90,40,88,8951
991,86,45,76,8896
992,86,37,98,8971
993,75,54,85,9128
994,92,50,79,8954
995,91,49,76,9191
996,86,51,100,8998
997,84,43,84,8914
998,87,43,87,8897
999,91,41,71,8985
1000,96,52,80,8926
