Avg_ch1,Err_ch1,Avg_ch2,Err_ch2,Avg_ch3,Err_ch3,Avg_ch4,Err_ch4,Avg_coinc12,Err_coinc12
7726.184,5.62571820137494,8440.291,5.867255061607425,84.884,0.5437148166105111,56.552,0.48020389396565677,591.808,1.524538212299305
Sample,ch1,ch2,ch3,ch4,coinc12
593,7650,8415,80,60,601
594,7776,8588,89,62,601
595,7705,8413,86,63,603
596,7647,8473,73,56,576
597,7835,8519,77,43,620
598,7911,8456,92,61,594
599,7674,8452,76,49,588
600,7812,8465,94,58,600
601,7778,8464,87,59,617
602,7660,8397,80,58,610
603,7701,8392,81,50,582
604,7797,8247,89,57,620
605,7835,8405,67,40,589
606,7615,8385,98,55,555
607,7706,8357,90,56,573
608,7778,8472,92,41,577
609,7729,8604,77,54,628
610,7710,8332,80,57,585
611,7760,8461,87,69,538
612,7831,8496,91,62,615
613,7840,8419,88,56,589
614,7833,8487,79,53,604
615,7887,8565,84,61,604
616,7728,8491,85,60,582
617,7629,8495,89,75,599
618,7727,8216,94,71,561
619,7595,8463,72,59,598
620,7900,8520,88,56,623
621,7868,8396,84,51,535
622,7779,8417,93,57,613
623,7848,8483,85,79,593
624,7668,8322,93,57,574
625,7694,8331,82,50,583
626,7827,8478,85,53,579
627,7713,8342,83,54,567
628,7686,8305,90,65,571
629,7608,8308,75,65,566
630,7741,8571,102,59,626
631,7854,8451,83,59,573
632,7616,8334,95,55,569
633,7795,8361,78,62,600
634,7726,8430,87,67,599
635,7762,8483,82,53,594
636,7636,8423,98,69,608
637,7689,8486,82,68,584
638,7708,8338,94,59,597
639,7720,8349,87,52,610
640,7773,8345,87,52,584
641,7664,8346,73,81,591
642,7809,8362,86,48,547
643,7870,8383,102,50,604
644,7640,8548,98,59,623
645,7617,8601,94,54,582
646,7867,8687,94,56,622
647,7794,8330,70,57,608
648,7786,8488,87,68,636
649,7579,8338,97,56,565
650,7767,8358,72,63,618
651,7790,8558,76,59,576
652,7694,8483,91,44,577
653,7639,8584,83,59,589
654,7836,8276,68,64,591
655,7655,8488,93,56,572
656,7875,8448,95,52,645
657,7677,8330,84,65,604
658,7763,8647,91,56,588
659,7802,8429,84,72,609
660,7847,8534,103,62,593
661,7750,8465,84,62,621
662,7645,8453,88,51,619
663,7717,8356,82,63,624
664,7693,8539,85,46,590
665,7679,8623,83,59,576
666,7887,8353,85,58,594
667,7763,8416,55,59,605
668,7671,8370,76,64,584
669,7772,8730,81,64,598
670,7773,8389,67,51,590
671,7771,8385,79,71,610
672,7626,8355,76,66,602
673,7608,8468,85,55,529
674,7780,8520,83,59,580
675,7778,8332,81,48,585
676,7677,8564,86,61,600
677,7711,8486,80,50,552
678,7732,8519,82,52,596
679,7778,8441,62,48,555
680,7613,8323,104,55,584
681,7780,8391,86,70,603
682,7819,8443,91,57,609
683,7750,8507,83,62,610
684,7838,8641,111,54,593
685,7591,8388,92,49,556
686,7640,8445,85,58,581
687,7752,8537,64,66,621
688,7783,8451,91,50,598
689,7778,8371,88,51,584
690,7630,8390,74,50,594
691,7782,8510,97,49,600
692,7729,8462,100,62,605
693,7736,8540,88,56,571
694,7806,8487,82,62,621
695,7722,8447,89,68,615
696,7734,8405,73,64,618
697,7732,8563,99,64,595
698,7582,8528,74,54,566
699,7800,8411,91,61,616
700,7676,8562,70,67,562
701,7689,8508,72,58,595
702,7754,8695,99,51,605
703,7770,8544,85,55,586
704,7592,8383,80,62,588
705,7728,8190,89,63,602
706,7777,8550,76,48,605
707,7775,8556,90,58,621
708,7473,8358,86,46,571
709,7917,8447,94,66,591
710,7934,8396,96,48,599
711,7896,8537,81,65,631
712,7726,8533,81,66,580
713,7703,8402,74,70,643
714,7643,8463,86,53,596
715,7609,8268,81,46,554
716,7864,8435,78,37,574
717,7711,8535,78,60,645
718,7574,8639,80,66,607
719,7757,8362,89,55,603
720,7769,8541,82,54,598
721,7744,8408,85,58,585
722,7605,8464,94,57,590
723,7787,8501,86,50,618
724,7874,8342,74,48,579
725,7623,8483,72,63,571
726,7750,8447,86,61,622
727,7774,8374,87,53,585
728,7823,8481,78,65,594
729,7721,8402,81,61,554
730,7719,8269,85,50,561
731,7756,8402,83,51,615
732,7815,8478,78,69,564
733,7800,8578,92,57,605
734,7817,8546,92,60,645
735,7744,8508,86,49,568
736,7717,8500,103,43,591
737,7680,8593,78,53,613
738,7612,8426,84,64,562
739,7783,8562,85,49,560
740,7705,8380,74,65,603
741,7754,8512,84,45,564
742,7710,8427,76,60,599
743,7624,8460,98,50,623
744,7831,8556,87,58,578
745,7705,8510,104,65,621
746,7752,8497,100,53,566
747,7750,8490,89,55,565
748,7741,8524,95,53,582
749,7676,8410,93,55,576
750,7679,8298,94,54,584
751,7723,8459,86,61,574
752,7889,8464,78,68,607
753,7648,8320,90,69,577
754,7751,8391,85,51,549
755,7824,8577,91,63,588
756,7610,8344,84,52,550
757,7865,8433,87,53,603
758,7782,8494,93,46,603
759,7665,8424,70,55,623
760,7912,8384,86,53,577
761,7725,8280,71,63,556
762,7654,8563,97,55,598
763,7883,8457,82,64,587
