Avg_ch1,Err_ch1,Avg_ch2,Err_ch2,Avg_ch3,Err_ch3,Avg_ch4,Err_ch4,Avg_coinc12,Err_coinc12
7726.184,5.62571820137494,8440.291,5.867255061607425,84.884,0.5437148166105111,56.552,0.48020389396565677,591.808,1.524538212299305
Sample,ch1,ch2,ch3,ch4,coinc12
929,7742,8402,87,52,588
930,7562,8278,80,62,613
931,7662,8309,90,62,564
932,7627,8233,84,68,552
933,7569,8331,96,65,552
934,7811,8280,73,61,601
935,7631,8344,94,53,580
936,7730,8656,99,52,614
937,7840,8406,76,67,611
938,7540,8474,93,64,593
939,7688,8334,73,56,571
940,7578,8342,84,63,557
941,7613,8325,97,60,582
942,7682,8365,84,49,558
943,7790,8622,91,63,533
944,7707,8297,105,57,540
945,7809,8405,79,56,598
946,7708,8411,79,54,564
947,7675,8424,93,54,584
948,7607,8456,89,55,574
949,7703,8388,92,60,582
950,7831,8346,94,65,559
951,7627,8278,103,50,560
952,7646,8394,95,60,597
953,7681,8457,92,54,570
954,7553,8260,92,62,554
955,7789,8443,79,53,607
956,7683,8307,72,62,597
957,7804,8482,78,57,615
958,7845,8465,65,57,596
959,7688,8355,86,62,596
960,7678,8404,80,62,537
961,7730,8243,76,55,573
962,7793,8439,80,56,627
963,7647,8462,74,54,549
964,7977,8501,85,49,575
965,7786,8405,67,44,592
966,7651,8302,74,48,537
967,7663,8466,78,60,613
968,7848,8664,80,58,624
969,7809,8433,67,43,579
970,7751,8291,87,55,597
971,7775,8432,76,48,652
972,7728,8418,104,62,595
973,7712,8498,65,52,579
974,7554,8478,99,61,550
975,7634,8321,82,57,578
976,7678,8475,89,58,589
977,7708,8500,66,55,564
978,7725,8403,76,45,607
979,7545,8314,82,77,597
980,7568,8360,86,54,585
981,7662,8439,93,57,598
982,7823,8486,87,58,636
983,7744,8408,84,61,555
984,7703,8658,103,49,617
985,7739,8360,92,50,589
986,7676,8608,93,58,607
987,7789,8579,81,56,631
988,7822,8453,82,59,552
989,7589,8377,76,47,604
990,7748,8518,95,62,605
991,7700,8283,92,69,587
992,7742,8464,89,43,663
993,7730,8305,81,48,578
994,7677,8507,84,53,586
995,7875,8331,81,64,604
996,7833,8360,90,61,591
997,7793,8522,75,74,587
998,7650,8375,77,63,569
999,7674,8415,90,63,558
1000,7821,8422,98,59,606
