Avg_ch1,Err_ch1,Avg_ch2,Err_ch2,Avg_ch3,Err_ch3,Avg_ch4,Err_ch4
7379.808,5.499713755769058,46.501,0.40905662605967313,85.478,0.5782910032885559,57.039,0.45687487417306133
Sample,ch1,ch2,ch3,ch4
192,7454,39,75,54
193,7374,54,89,52
194,7325,46,98,55
195,7426,46,86,49
196,7285,50,72,55
197,7281,47,81,56
198,7342,46,95,43
199,7330,43,89,47
200,7403,31,108,59
201,7370,48,96,48
202,7248,48,110,56
203,7305,50,93,61
204,7191,44,90,61
205,7411,41,93,57
206,7356,36,85,59
207,7385,44,86,57
208,7414,47,66,58
209,7469,44,91,60
210,7314,45,89,59
211,7376,50,73,58
212,7465,40,80,52
213,7483,58,77,53
214,7553,48,101,57
215,7565,45,70,59
216,7263,51,94,63
217,7351,51,78,61
218,7305,40,83,63
219,7361,40,79,50
220,7384,53,84,70
221,7377,47,71,58
222,7398,47,81,54
223,7423,42,93,59
224,7407,45,84,51
225,7586,46,94,49
226,7377,42,91,59
227,7427,36,88,55
228,7394,45,71,58
229,7397,41,85,56
230,7469,44,80,69
231,7399,57,80,61
232,7382,45,103,54
233,7343,44,79,51
234,7494,31,80,53
235,7305,43,91,49
236,7335,52,83,61
237,7392,45,100,49
238,7527,45,102,67
239,7276,48,100,56
240,7362,48,97,68
241,7361,38,80,65
242,7317,45,93,52
243,7523,52,93,69
244,7312,47,83,63
245,7398,40,85,59
246,7445,50,82,51
247,7507,45,89,58
248,7527,40,92,58
249,7398,44,79,54
250,7487,49,76,63
251,7391,40,106,66
252,7192,55,91,54
253,7219,32,78,63
254,7292,41,73,59
255,7305,48,82,57
256,7418,59,92,57
257,7522,61,96,62
258,7390,41,81,47
259,7365,41,94,53
260,7273,44,90,58
261,7313,54,83,58
262,7309,48,89,60
263,7370,62,76,44
264,7431,39,86,56
265,7365,50,82,60
266,7352,53,87,63
267,7378,36,90,65
268,7270,53,103,61
269,7407,43,81,53
270,7417,46,83,66
271,7235,51,82,64
272,7359,48,79,53
273,7410,43,84,50
274,7274,55,100,51
275,7315,41,83,63
276,7226,50,88,61
277,7429,40,79,42
278,7286,51,83,42
279,7266,43,79,55
280,7486,36,105,59
281,7350,49,77,49
282,7386,52,82,44
283,7454,59,92,53
284,7235,47,86,61
285,7385,41,91,50
286,7440,46,87,68
287,7496,50,77,54
288,7436,31,78,50
289,7332,44,90,63
290,7375,38,89,58
291,7335,47,85,55
292,7416,52,65,69
293,7338,44,85,67
294,7310,50,86,53
295,7428,52,96,51
296,7490,54,77,59
297,7492,68,94,58
298,7258,46,82,59
299,7314,43,77,62
300,7295,46,95,54
301,7487,39,103,69
302,7380,59,84,55
303,7517,44,97,50
304,7288,55,83,57
305,7323,46,105,60
306,7346,78,80,50
307,7557,43,103,52
308,7354,41,98,60
309,7455,52,97,69
310,7405,46,73,55
311,7306,45,94,53
312,7388,48,72,60
313,7363,49,94,52
314,7300,39,78,55
315,7465,45,94,57
316,7457,50,74,54
317,7309,53,72,54
318,7219,53,84,53
319,7407,37,80,64
320,7309,48,73,58
321,7378,35,72,52
322,7447,59,78,55
323,7510,41,89,48
324,7387,46,76,60
325,7413,52,73,57
326,7301,49,96,67
327,7232,37,84,50
328,7365,44,81,58
329,7349,52,77,77
330,7256,44,81,56
331,7419,48,81,49
332,7276,48,85,49
333,7331,44,75,51
334,7451,54,87,43
335,7553,44,92,50
336,7404,56,101,54
337,7260,43,73,56
338,7398,64,91,59
339,7548,42,107,71
340,7385,52,83,63
341,7408,46,105,67
342,7455,40,95,63
343,7496,45,93,73
344,7464,38,92,52
345,7384,44,96,53
346,7515,54,89,42
347,7359,41,95,63
348,7379,43,73,51
349,7408,54,76,64
350,7383,52,83,52
351,7385,45,85,48
352,7495,49,77,52
353,7293,45,106,52
354,7436,61,91,63
355,7385,43,88,59
356,7397,38,76,60
357,7568,48,98,64
358,7447,45,79,56
359,7346,51,96,49
360,7312,44,79,64
361,7292,40,76,56
362,7343,49,89,59
363,7529,41,77,62
364,7385,45,79,49
365,7442,52,88,57
366,7350,46,98,56
367,7284,53,74,70
368,7361,45,90,43
369,7332,49,81,44
370,7401,58,80,65
371,7514,50,79,46
372,7395,39,86,58
373,7382,54,95,55
374,7543,45,98,63
375,7373,38,70,50
376,7417,43,73,47
377,7233,49,89,55
378,7275,36,84,49
379,7440,48,68,53
380,7481,49,71,58
381,7239,58,103,64
382,7407,37,72,42
383,7404,57,95,53
384,7490,43,83,46
385,7325,50,88,60
386,7296,38,91,57
387,7478,43,90,49
388,7308,48,91,59
389,7499,34,93,54
390,7473,49,97,61
391,7511,55,94,43
392,7555,37,90,51
393,7435,51,78,54
394,7271,56,91,58
395,7227,41,79,47
396,7394,53,97,60
397,7506,53,99,49
398,7417,45,107,53
399,7285,41,88,54
400,7427,56,75,61
401,7343,50,80,47
402,7335,39,96,45
403,7419,53,88,50
404,7373,52,62,51
405,7279,42,107,52
406,7416,54,79,64
407,7394,53,96,61
408,7331,46,95,55
409,7361,47,75,51
410,7378,57,90,59
411,7386,34,80,66
412,7211,43,92,69
413,7286,52,99,51
414,7422,36,98,58
415,7361,45,92,54
416,7323,50,87,46
417,7256,45,78,56
418,7318,50,76,62
419,7483,47,79,53
420,7383,50,90,54
421,7376,47,92,63
422,7305,39,92,57
423,7446,62,93,66
424,7409,42,98,49
425,7288,51,90,60
426,7244,46,84,45
427,7298,42,89,65
428,7409,46,82,57
429,7422,54,68,63
430,7474,43,80,51
431,7556,56,101,75
432,7416,44,75,66
433,7439,55,84,53
434,7259,54,92,51
435,7641,49,98,56
436,7345,38,83,63
437,7455,44,72,74
438,7393,50,85,73
439,7453,53,77,52
440,7312,53,80,52
441,7272,43,89,63
442,7250,49,85,60
443,7448,42,81,66
444,7316,46,100,60
445,7412,51,86,46
446,7304,48,93,67
447,7282,52,77,51
448,7263,39,91,69
449,7334,45,90,62
450,7545,44,108,60
451,7390,51,94,63
452,7345,46,72,54
453,7355,58,75,59
454,7425,49,86,53
455,7336,32,77,59
456,7326,54,86,50
457,7540,40,72,68
458,7284,44,80,56
459,7400,51,89,46
460,7420,42,94,43
461,7395,42,66,54
462,7409,54,85,58
463,7408,41,107,64
464,7378,54,76,69
465,7371,48,93,74
466,7486,51,91,59
467,7227,40,90,51
468,7319,48,78,46
469,7343,59,81,43
470,7397,47,69,53
471,7433,44,83,65
472,7490,48,88,51
473,7332,40,78,58
474,7486,44,72,62
475,7459,50,69,45
476,7377,46,89,45
477,7470,43,77,55
478,7550,45,78,62
479,7432,39,86,55
480,7461,39,78,60
481,7473,49,91,44
482,7363,49,82,48
483,7468,41,83,51
484,7344,44,76,55
485,7466,57,91,58
486,7270,43,70,61
487,7345,50,72,55
488,7466,56,74,68
489,7370,45,81,53
490,7325,57,101,50
491,7374,50,99,51
492,7445,49,86,42
493,7509,47,82,62
494,7258,47,86,55
495,7390,52,87,67
496,7411,43,84,65
497,7318,52,78,56
498,7410,52,85,60
499,7462,53,87,64
500,7312,52,86,44
501,7331,59,84,56
502,7389,58,74,67
503,7487,41,80,61
504,7455,31,83,64
505,7311,58,78,62
506,7320,47,101,58
507,7302,42,84,45
508,7449,45,92,56
509,7501,41,75,62
510,7480,38,104,55
511,7646,48,81,63
512,7379,45,76,62
513,7533,43,77,52
514,7325,39,89,60
515,7388,43,95,60
516,7449,43,89,56
517,7345,47,69,68
518,7268,46,52,55
519,7399,38,94,66
520,7344,55,70,51
521,7327,50,85,43
522,7500,49,84,56
523,7426,36,90,67
524,7478,37,76,57
525,7219,44,86,59
526,7338,57,90,51
527,7450,50,91,61
528,7387,44,81,62
529,7424,49,84,63
530,7407,41,78,73
531,7277,45,76,49
532,7411,42,98,54
533,7417,41,71,61
534,7398,38,103,62
535,7433,56,90,74
536,7268,49,86,62
537,7373,48,95,57
538,7280,49,82,45
539,7308,38,73,53
540,7514,43,82,48
541,7412,46,91,63
542,7536,47,85,62
543,7366,46,94,53
544,7355,43,93,54
545,7592,64,88,53
546,7351,44,74,61
547,7431,58,87,70
548,7275,51,106,65
549,7576,47,88,56
550,7389,41,104,66
551,7463,43,89,75
552,7506,44,80,60
553,7418,45,85,58
554,7405,50,79,48
555,7359,42,72,55
556,7483,48,76,56
557,7429,43,96,63
558,7282,46,93,64
559,7476,42,74,63
560,7336,44,91,67
561,7395,36,94,56
562,7446,44,81,50
563,7367,52,99,68
564,7334,52,95,69
565,7290,55,75,51
566,7561,45,74,53
567,7317,46,81,61
568,7432,55,91,66
569,7479,58,75,55
570,7484,43,89,63
571,7345,37,93,75
572,7530,41,100,71
573,7404,56,83,50
574,7460,46,90,56
575,7677,51,76,54
576,7380,46,99,66
577,7298,43,70,40
578,7481,41,90,60
579,7632,47,90,55
580,7382,55,85,60
581,7285,49,84,58
582,7490,41,72,49
583,7453,43,77,59
584,7282,55,86,57
585,7430,42,78,54
586,7257,59,92,60
587,7390,52,89,52
588,7473,54,99,52
589,7280,44,77,56
590,7461,45,74,65
591,7415,50,76,55
592,7302,61,86,67
593,7597,57,99,62
594,7537,38,96,49
595,7314,39,87,65
596,7403,56,87,50
597,7325,46,73,71
598,7340,52,84,56
599,7434,40,85,54
600,7424,44,90,64
601,7401,54,91,69
602,7434,50,86,40
603,7249,42,85,51
604,7429,51,67,46
605,7535,53,94,46
606,7407,49,91,56
607,7423,54,76,69
608,7406,42,69,54
609,7389,50,95,67
610,7476,51,93,54
611,7454,45,83,57
612,7385,46,102,65
613,7368,40,78,50
614,7376,52,81,66
615,7426,43,87,63
616,7442,49,99,51
617,7360,40,85,56
618,7385,47,85,51
619,7406,47,72,46
620,7361,48,94,66
621,7482,50,88,60
622,7442,44,102,52
623,7449,42,81,51
624,7447,57,95,66
625,7504,51,97,58
626,7378,42,87,56
627,7398,51,83,70
628,7450,38,81,61
629,7419,37,89,55
630,7478,53,83,51
631,7548,51,91,46
632,7483,43,66,51
633,7404,48,79,52
634,7403,44,88,42
635,7430,49,84,54
636,7535,38,71,51
637,7375,59,73,57
638,7321,61,79,49
639,7331,61,71,63
640,7391,43,101,54
641,7590,45,93,62
642,7327,44,84,70
643,7545,45,80,48
644,7401,37,73,49
645,7330,47,88,63
646,7357,53,81,69
647,7386,42,97,50
648,7477,51,84,41
649,7432,41,85,39
650,7329,49,88,55
651,7412,50,102,55
652,7357,52,97,58
653,7365,47,84,58
654,7386,50,69,51
655,7526,44,77,59
656,7485,42,83,46
657,7434,46,82,61
658,7382,40,73,51
659,7433,58,89,57
660,7463,44,92,54
661,7384,41,92,59
662,7307,39,70,63
663,7459,42,83,56
664,7456,47,84,65
665,7317,55,91,44
666,7360,43,95,60
667,7548,39,83,58
668,7465,42,87,51
669,7342,52,74,52
670,7305,46,75,44
671,7455,35,85,54
672,7443,45,89,45
673,7386,47,95,51
674,7493,40,78,63
675,7285,52,68,57
676,7380,38,82,59
677,7555,49,92,63
678,7317,47,94,54
679,7247,31,78,69
680,7443,56,88,57
681,7424,51,90,52
682,7412,32,71,48
683,7338,46,84,55
684,7339,42,79,58
685,7279,44,84,65
686,7243,50,105,68
687,7449,36,70,60
688,7427,55,78,58
689,7434,62,90,64
690,7284,50,84,58
691,7368,50,85,62
692,7419,49,85,52
693,7339,59,74,70
694,7428,47,85,51
695,7412,49,97,49
696,7248,43,83,62
697,7271,52,85,50
698,7426,47,88,67
699,7406,45,89,53
700,7469,56,79,64
701,7414,45,75,63
702,7289,32,85,58
703,7469,41,84,51
704,7248,33,84,55
705,7364,46,88,65
706,7350,38,80,63
707,7205,53,94,61
708,7135,48,73,52
709,7178,41,75,52
710,7233,38,90,57
711,7250,40,87,50
712,7206,37,95,49
713,7357,65,92,66
714,7286,50,100,59
715,7392,47,73,52
716,7396,48,64,58
717,7377,56,93,59
718,7420,59,84,52
719,7218,47,86,69
720,7374,51,93,66
721,7216,45,95,50
722,7542,47,91,48
723,7234,53,97,63
724,7435,41,83,71
725,7340,48,73,54
726,7194,47,88,55
727,7438,50,84,69
728,7440,48,88,57
729,7372,42,77,54
730,7387,44,76,56
731,7279,35,62,63
732,7391,47,95,73
733,7423,47,83,52
734,7237,45,95,45
735,7313,44,89,58
736,7449,50,94,54
737,7328,53,96,64
738,7426,51,79,57
739,7324,43,72,58
740,7262,60,90,60
741,7365,43,89,58
742,7291,48,96,62
743,7524,52,82,60
744,7272,45,84,61
745,7279,50,80,48
746,7232,37,88,66
747,7355,65,94,44
748,7311,40,86,51
749,7423,44,75,44
750,7466,36,106,72
751,7300,48,98,61
752,7322,43,90,51
753,7380,38,70,63
754,7315,40,97,44
755,7305,46,102,42
756,7289,60,105,54
757,7407,40,81,58
758,7321,44,88,36
759,7287,47,84,56
760,7562,44,88,57
761,7382,50,84,49
762,7387,36,93,57
763,7320,43,98,64
764,7298,47,92,57
765,7408,56,84,60
766,7270,52,77,49
767,7378,45,93,70
768,7368,49,91,63
769,7405,50,82,74
770,7302,52,83,47
771,7343,52,91,51
772,7395,45,78,60
773,7422,55,80,63
774,7444,48,90,53
775,7411,38,98,63
776,7392,30,97,50
777,7414,48,90,50
778,7484,52,88,62
779,7344,59,92,67
780,7324,49,97,53
781,7332,42,101,62
782,7182,39,98,72
783,7247,42,95,57
784,7449,52,93,63
785,7225,43,101,59
786,7443,41,83,51
787,7418,46,107,53
788,7272,45,82,70
789,7423,57,91,54
790,7440,57,79,63
791,7337,63,76,70
792,7451,45,82,52
793,7462,54,82,51
794,7275,40,95,60
795,7355,44,88,48
796,7246,57,84,66
797,7569,52,87,64
798,7294,50,77,69
799,7351,49,97,52
800,7325,50,83,56
801,7316,48,89,56
802,7391,45,82,58
803,7546,47,99,42
804,7201,44,78,68
805,7331,53,78,58
806,7409,48,83,59
807,7370,58,89,51
808,7319,47,95,52
809,7247,37,86,58
810,7289,47,83,54
811,7273,59,82,66
812,7264,49,57,74
813,7392,47,97,56
814,7533,55,93,64
815,7315,38,81,55
816,7525,42,62,63
817,7391,42,82,70
818,7245,39,74,63
819,7437,60,78,53
820,7447,39,87,45
821,7452,39,68,55
822,7290,41,81,55
823,7587,39,83,51
824,7377,55,88,66
825,7452,49,93,63
826,7208,45,89,58
827,7446,41,80,50
828,7377,39,82,59
829,7221,47,84,59
830,7345,44,102,60
831,7337,51,95,59
832,7431,50,81,52
833,7309,37,69,69
834,7428,53,94,55
835,7424,52,82,67
836,7254,32,75,60
837,7438,50,94,75
838,7544,51,74,41
839,7282,43,87,58
840,7251,44,71,39
841,7378,40,95,55
842,7329,55,80,45
843,7328,41,92,60
844,7516,36,81,58
845,7614,56,90,55
846,7162,43,91,57
847,7433,45,74,61
848,7389,38,75,48
849,7395,57,97,57
850,7382,44,90,64
851,7238,55,97,55
852,7354,40,82,55
853,7471,54,103,50
854,7524,37,84,46
855,7381,62,86,52
856,7374,55,85,69
857,7271,50,71,62
858,7269,42,74,53
859,7355,35,74,56
860,7320,51,86,55
861,7388,50,92,49
862,7343,50,81,54
863,7437,46,86,56
864,7392,33,98,66
865,7146,41,85,60
866,7324,48,95,46
867,7281,36,99,65
868,7389,49,91,60
869,7316,38,88,49
870,7318,55,89,51
871,7409,51,89,65
872,7328,41,97,54
873,7273,49,76,54
874,7329,46,92,65
875,7440,35,68,56
876,7295,51,91,53
877,7363,50,93,44
878,7295,45,77,58
879,7471,35,70,61
880,7401,55,74,60
881,7292,47,80,53
882,7374,63,81,54
883,7524,47,93,55
884,7262,44,80,51
885,7431,51,90,71
886,7486,50,96,54
887,7441,36,78,64
888,7528,42,75,53
889,7404,37,86,57
890,7300,40,81,54
891,7410,42,92,65
892,7406,55,95,69
893,7298,52,79,64
894,7246,58,73,60
895,7297,52,78,56
896,7395,40,69,56
897,7378,42,72,60
898,7367,53,97,47
899,7457,45,90,48
900,7426,38,102,57
901,7212,49,86,55
902,7326,38,86,54
903,7330,44,85,56
904,7449,45,91,66
905,7311,42,82,52
906,7444,46,86,52
907,7360,52,89,66
908,7307,49,91,60
909,7411,37,81,55
910,7178,45,87,59
911,7439,51,91,60
912,7371,49,87,60
913,7415,54,80,43
914,7330,64,61,57
915,7510,34,93,58
916,7296,49,79,61
917,7515,39,85,58
918,7400,43,71,67
919,7349,43,76,40
920,7378,56,93,46
921,7371,43,91,67
922,7399,45,85,60
923,7388,37,85,61
924,7453,47,113,59
925,7447,53,94,47
926,7382,45,75,57
927,7373,41,101,59
928,7359,43,75,69
929,7307,62,87,42
930,7484,49,87,59
931,7438,44,71,71
932,7368,43,94,64
933,7398,48,95,48
934,7325,55,94,58
935,7309,42,94,48
936,7424,47,67,53
937,7364,41,77,64
938,7465,48,83,56
939,7239,55,84,54
940,7364,44,63,62
941,7258,47,88,54
942,7227,52,77,65
943,7502,44,69,48
944,7482,55,88,64
945,7231,36,102,61
946,7279,43,84,62
947,7417,50,93,48
948,7481,43,84,61
949,7285,57,83,43
950,7182,53,88,59
951,7319,47,68,60
952,7338,64,90,54
953,7421,49,85,53
954,7171,41,87,57
955,7521,41,82,59
956,7430,51,78,61
957,7446,58,72,57
958,7305,45,90,71
959,7402,38,90,54
960,7452,44,91,55
961,7251,44,92,43
962,7355,44,85,50
963,7320,58,80,70
964,7504,46,101,49
965,7254,53,72,61
966,7285,40,88,46
967,7453,42,96,67
968,7429,50,89,53
969,7345,54,80,60
970,7376,45,79,51
971,7434,54,98,68
972,7312,43,76,52
973,7340,51,72,55
974,7296,58,80,44
975,7314,52,89,53
976,7391,40,79,59
977,7481,34,96,66
978,7337,43,73,49
979,7273,42,97,63
980,7407,41,77,65
981,7408,45,92,68
982,7449,47,67,61
983,7415,49,77,46
984,7437,42,96,66
985,7290,50,94,54
986,7358,49,82,52
987,7361,40,64,60
988,7419,46,90,59
989,7379,46,86,68
990,7383,47,67,61
991,7442,43,94,63
992,7332,38,74,50
993,7493,50,90,48
994,7432,50,90,67
995,7337,50,92,60
996,7400,37,74,50
997,7469,30,81,78
998,7423,48,82,64
999,7381,41,84,51
1000,7302,38,91,48
