Avg_ch1,Err_ch1,Avg_ch2,Err_ch2,Avg_ch3,Err_ch3,Avg_ch4,Err_ch4,Avg_coinc12,Err_coinc12
4016.441,4.078620995535773,4050.754,4.157453349630558,85.373,0.590345654673592,56.605,0.4513974519862287,276.164,1.038635248380864
Sample,ch1,ch2,ch3,ch4,coinc12
809,4066,4097,75,55,291
810,3951,3983,72,45,238
811,3980,4037,92,54,274
812,4085,4025,96,44,265
813,3958,4154,100,51,266
814,4086,3915,79,65,258
815,3988,3998,93,76,245
816,4017,4029,90,55,252
817,3916,4140,89,54,230
818,3951,4074,87,66,286
819,4027,4066,94,48,268
820,3966,4059,79,50,271
821,3794,3963,84,55,262
822,3918,3963,98,45,260
823,4047,4172,90,76,295
824,3920,4153,81,58,273
825,3960,4078,69,55,289
826,3981,4109,97,55,256
827,4043,4003,98,63,253
828,3968,4070,71,51,290
829,4038,4026,81,60,266
830,3982,4005,86,71,276
831,3984,4001,86,61,288
832,4013,4131,84,50,261
833,4023,3978,72,57,267
834,4030,4070,72,48,299
835,4004,3993,82,62,277
836,4061,3991,87,63,283
837,4023,4006,76,57,265
838,3965,3982,100,53,261
839,4027,4072,86,63,248
840,3937,4167,88,49,317
841,3931,4090,111,59,298
842,3899,3983,86,60,306
843,4033,4086,76,70,268
844,3990,4022,74,55,279
845,3991,4111,96,67,272
846,4010,4010,96,44,246
847,4008,4036,89,58,260
848,4051,3988,82,60,316
849,3976,3982,103,69,262
850,4117,4096,87,56,271
851,3900,4118,87,57,252
852,3979,3993,95,62,252
853,4152,4014,83,61,279
854,4083,3988,83,77,270
855,3913,4130,77,56,283
856,4047,4101,100,47,277
857,4054,4060,79,65,298
858,3967,4070,78,60,269
859,3976,4018,86,44,279
860,3832,4096,86,54,301
861,4040,4035,78,62,305
862,4091,4099,75,64,302
863,4052,4148,82,53,284
864,3961,4019,89,66,271
865,3987,4061,83,61,282
866,4030,4141,75,61,282
867,3988,3972,74,54,265
868,4051,3992,88,38,281
869,3994,4083,88,50,280
870,4064,3956,106,62,314
871,3953,4082,91,58,260
872,4020,3983,74,56,268
873,4013,4044,92,49,290
874,4041,4009,76,62,253
875,4005,4077,84,47,305
876,3938,4008,79,59,269
877,4039,3958,84,53,288
878,3962,4012,93,59,280
879,4066,4071,97,58,265
880,4046,4127,93,57,294
881,3999,4008,73,60,262
882,3990,4070,72,69,267
883,3863,4077,79,44,281
884,4009,4071,74,61,290
885,3919,4168,93,61,258
886,3865,4047,86,72,251
887,3993,3968,86,51,270
888,3958,4027,84,55,312
889,3996,4093,84,54,257
890,3927,3983,73,64,290
891,3948,3938,81,67,272
892,3984,4106,72,48,274
893,4008,4053,84,56,282
894,4072,4083,95,49,276
895,4055,4109,79,52,253
896,4057,3821,92,59,287
897,3938,4034,92,57,283
898,4038,4027,100,67,284
899,3961,4035,94,42,267
900,3951,4040,81,45,278
901,4004,4051,97,56,260
902,3913,3920,79,51,291
903,4012,3978,81,58,261
904,4015,4071,72,45,282
905,3967,4017,88,51,311
906,3902,3999,81,48,266
907,4092,4047,77,58,265
908,3953,4019,88,57,275
909,4023,4013,80,47,271
910,3927,4027,86,58,262
911,4076,4057,90,56,286
912,3993,4085,81,50,281
913,3931,4005,81,66,249
914,4026,3872,81,69,273
915,4098,4128,80,47,276
916,4005,4200,90,62,296
917,4010,4030,91,69,294
918,3994,3964,76,59,272
919,4136,3938,97,58,255
920,4064,4112,89,56,281
921,4026,3923,84,37,288
922,4026,4018,89,44,258
923,4110,4119,91,57,273
924,4019,4005,92,56,277
925,3993,4098,79,60,313
926,4007,4075,92,67,286
927,4070,3948,80,53,244
928,4069,3958,75,65,264
929,4004,3912,81,63,301
930,3989,4016,88,51,243
931,4090,4140,92,60,285
932,4028,4100,86,57,270
933,3963,3955,78,45,253
934,3966,4058,74,51,269
935,3971,4019,71,46,265
936,3937,4142,81,53,266
937,4062,3964,85,48,292
938,4068,4086,89,60,287
939,4091,4096,78,55,311
940,3955,4087,87,65,299
941,3937,4145,68,39,286
