Avg_ch1,Err_ch1,Avg_ch2,Err_ch2,Avg_ch3,Err_ch3,Avg_ch4,Err_ch4,Avg_coinc12,Err_coinc12
3991.624,3.9777099784515046,3933.72,3.9285590202994247,84.774,0.5706779909628277,57.119,0.4681436900295832,289.731,1.093067863105193
Sample,ch1,ch2,ch3,ch4,coinc12
478,3951,3961,93,61,294
479,4118,3855,72,52,293
480,3883,3815,76,64,270
481,4104,3993,79,63,303
482,3986,4034,86,57,277
483,3896,3958,84,63,274
484,4075,4037,90,59,302
485,4003,3993,76,46,275
486,3859,3922,104,59,266
487,4043,3946,97,57,298
488,3988,3801,97,54,306
489,4003,4034,91,30,286
490,3945,3977,98,54,283
491,3970,4041,96,57,309
492,4051,3931,84,55,261
493,3899,3897,85,58,321
494,4069,3960,84,66,308
495,3957,3948,91,58,254
496,4003,4028,64,50,320
497,3997,3924,76,59,262
498,4107,4050,79,56,311
499,3952,3848,87,56,290
500,3927,3975,97,61,289
501,3993,3916,83,66,286
502,4032,4025,101,68,325
503,4032,3983,99,61,316
504,4051,3944,76,52,285
505,4037,3897,78,45,286
506,4130,3845,97,56,283
507,3946,4050,84,51,276
508,3990,3873,100,57,298
509,3962,3903,69,48,277
510,4013,3851,92,67,274
511,4063,3951,87,64,272
512,4012,3916,72,48,289
513,4023,3871,87,50,267
514,4034,3916,66,66,289
515,4010,3917,82,49,303
516,3978,3824,94,60,290
517,3932,3851,91,48,265
518,3953,3855,77,46,269
519,3836,3905,76,51,287
520,3962,3884,91,60,260
521,3972,3950,82,48,282
522,4094,4040,89,72,296
523,3934,3957,87,59,305
524,4085,4010,88,69,279
525,3938,3809,78,57,262
526,3986,4042,98,58,271
527,4084,4032,79,53,291
528,4103,3921,77,51,292
529,3851,3913,84,59,293
530,4008,4009,86,54,299
531,4017,3948,90,59,288
532,3895,3952,90,54,265
533,3870,3827,91,55,305
534,4033,3930,100,63,283
535,3975,3974,90,58,312
536,4054,3933,72,51,306
537,3991,3914,93,61,293
538,3940,3952,84,57,297
539,4101,3981,95,48,280
540,3961,3873,80,59,249
541,4052,4007,85,56,280
542,3907,3891,115,62,248
543,4084,3942,86,62,330
544,4033,3868,99,61,285
545,3976,3851,68,58,300
546,3946,3871,89,57,283
547,3947,3961,83,52,299
548,3984,3915,78,57,303
549,4005,3920,82,48,261
550,4057,3960,93,58,300
551,4014,3884,93,55,334
552,4023,3751,90,48,284
553,4085,4007,86,62,326
554,3975,3987,88,52,296
555,4095,3957,78,48,275
556,4018,3949,78,55,293
557,4116,3957,103,48,299
558,4021,3871,80,57,279
559,3987,3961,87,44,301
560,3914,3849,99,63,296
561,3979,3882,92,48,277
562,3866,4010,69,59,312
563,3953,4009,76,52,288
564,4031,4077,69,59,284
565,4117,4030,83,49,291
566,4026,4022,80,43,275
567,4106,3984,89,59,305
568,4014,3971,80,55,277
569,4067,3986,68,53,251
570,4050,4010,84,55,313
571,4092,3861,81,59,281
572,4055,3928,70,48,278
573,4037,3997,85,50,318
574,4007,3989,105,66,304
575,3902,3998,66,49,259
576,4034,3942,78,53,267
577,4135,3967,80,45,294
578,3951,3973,74,57,291
579,4040,3878,101,50,266
580,3995,3908,74,53,302
581,3946,3869,82,60,276
582,4084,3925,85,57,296
583,4024,3988,82,66,276
584,4036,3893,74,55,307
585,4071,3949,63,59,296
586,4006,3902,81,48,292
587,3915,3924,86,62,292
588,4041,3993,90,65,305
589,4079,4026,74,66,326
590,3970,4008,72,72,316
591,3988,3883,83,51,306
592,3902,3905,97,67,279
593,4008,3850,70,54,316
594,4020,3972,96,66,312
595,4192,3872,96,64,283
596,4111,3910,86,59,310
597,4015,3990,83,56,282
598,3993,3843,82,32,298
599,3905,3864,87,52,312
600,3927,3936,82,53,249
601,3992,3882,89,61,274
602,4001,4019,91,59,290
603,4037,3909,81,64,245
604,3837,3834,77,50,307
605,3921,3873,89,60,260
606,3986,3955,98,51,284
607,3940,3866,77,57,295
608,3908,3972,80,58,277
609,3964,3921,75,54,282
610,4036,4002,71,83,319
611,3999,3939,78,58,273
612,3971,3959,72,47,272
613,4000,3947,72,60,294
614,3998,3817,97,54,282
615,3985,3880,72,57,289
616,4016,3958,92,70,290
617,3989,3890,114,51,288
618,4008,3838,92,63,264
619,4058,3903,68,61,289
620,4077,4005,84,48,285
621,3980,3930,63,66,309
622,3992,3922,80,46,293
623,4003,4015,81,59,294
624,3938,3948,86,54,287
625,4066,4054,67,56,322
626,4080,3909,80,64,303
627,4105,3940,90,62,272
628,3954,3958,72,62,300
629,4024,3902,73,59,306
630,4093,3918,81,53,300
631,4052,3999,90,58,303
632,4037,3888,91,56,299
633,3879,3865,88,57,275
634,3957,3937,79,47,304
635,3972,3878,77,58,286
636,4011,3931,86,56,290
637,4026,3940,80,59,267
638,4012,3915,88,72,273
639,3982,3913,78,49,274
640,3974,3903,87,62,277
641,4077,3980,72,53,307
642,3945,3923,84,52,302
643,3953,4019,104,62,293
644,4081,4024,97,57,309
645,4004,3890,79,48,276
646,4002,3836,88,64,269
647,3927,3976,76,48,265
648,4074,3994,81,55,315
649,3958,4013,84,49,293
650,4063,3968,77,64,305
651,3955,3980,86,45,323
652,4012,3948,71,66,298
653,3926,3899,101,57,284
654,4025,3993,82,66,282
655,4020,3934,92,65,321
656,4041,4045,77,59,291
657,4035,3884,93,47,287
658,4096,3867,81,46,285
659,3943,3806,92,57,267
660,4034,3895,90,58,298
661,3925,3946,84,50,275
662,3957,3945,83,57,303
663,3955,3976,75,43,304
664,4017,4016,90,61,276
665,3908,4040,83,48,305
666,3995,3846,89,57,282
667,3968,3835,95,54,295
668,3982,3962,60,37,277
669,3966,3826,94,60,273
670,3993,3997,91,51,315
671,4046,3982,94,59,281
672,4070,3931,83,60,266
673,3939,3902,81,59,269
674,3911,3862,82,57,301
675,3952,3958,64,52,259
676,4001,3928,82,57,287
677,3905,3952,84,59,265
678,3973,3965,86,51,286
679,3915,4014,91,59,312
680,3967,3994,85,56,298
681,3919,3830,88,51,270
