Avg_ch1,Err_ch1,Avg_ch2,Err_ch2,Avg_ch3,Err_ch3,Avg_ch4,Err_ch4,Avg_coinc12,Err_coinc12
3991.624,3.9777099784515046,3933.72,3.9285590202994247,84.774,0.5706779909628277,57.119,0.4681436900295832,289.731,1.093067863105193
Sample,ch1,ch2,ch3,ch4,coinc12
928,4005,4021,86,56,293
929,4048,3940,64,50,313
930,3991,3933,77,51,309
931,3933,3918,92,59,301
932,3981,3892,85,40,292
933,3977,3935,76,59,288
934,3973,3865,76,54,294
935,3934,4026,95,58,299
936,3980,3977,86,52,310
937,4059,4034,90,50,314
938,4062,3895,89,62,297
939,4104,3969,76,63,280
940,3931,3944,77,59,291
941,4140,3828,73,54,262
942,4062,3889,89,52,318
943,4058,4076,97,49,350
944,4030,4006,96,48,315
945,4070,3897,80,64,305
946,4035,4010,102,58,295
947,3906,3939,87,66,292
948,4021,4055,80,71,301
949,4072,3943,86,53,282
950,4034,3820,115,69,297
951,3984,3834,83,48,276
952,4087,3871,83,68,296
953,4029,3998,95,59,269
954,3993,3985,67,49,279
955,4010,4027,87,50,294
956,3952,3901,86,57,281
957,3946,3867,82,72,307
958,3896,3782,112,55,241
959,4146,3941,95,56,326
960,3960,3931,94,64,287
961,3980,3861,83,61,295
962,4060,4034,87,49,300
963,4043,3995,80,60,292
964,3962,3922,78,67,266
965,3890,3889,75,56,283
966,4001,3917,94,54,249
967,3991,3836,83,48,277
968,3854,3920,95,70,263
969,3955,3961,84,49,284
970,3990,3953,87,62,270
971,3961,3941,89,52,281
972,3990,3953,93,64,264
973,3943,3880,87,56,277
974,3955,3921,96,51,287
975,4043,3860,89,60,258
976,4036,3991,87,49,285
977,4033,3932,86,59,276
978,4025,3947,100,54,309
979,3958,3874,91,61,264
980,4024,4108,89,52,307
981,4035,3959,89,56,301
982,3899,3905,74,53,272
983,4009,3939,84,45,287
984,4011,3964,99,51,293
985,3976,3963,86,50,280
986,3864,3795,92,71,273
987,3948,3870,104,46,280
988,3841,3840,86,37,291
989,4042,3996,98,57,316
990,3970,3912,80,54,304
991,3946,3788,86,44,302
992,4078,3977,69,53,318
993,3885,3909,97,58,276
994,3931,3943,88,55,312
995,4068,4044,82,50,302
996,3846,4095,78,72,311
997,3951,3966,88,55,317
998,3935,4012,97,58,300
999,4043,3957,71,51,269
1000,3972,4010,90,52,293
