Avg_ch1,Err_ch1,Avg_ch2,Err_ch2,Avg_ch3,Err_ch3,Avg_ch4,Err_ch4,Avg_coinc12,Err_coinc12
3999.804,4.059582065008976,4086.029,4.072731242762745,85.2,0.5531527618822651,57.121,0.4541890836686013,12.993,0.23813549192111727
Sample,ch1,ch2,ch3,ch4,coinc12
953,3994,4070,97,65,9
954,4065,4156,72,66,15
955,4024,4165,76,57,17
956,3969,4127,79,54,14
957,3921,4099,81,67,15
958,4018,4099,99,57,17
959,3942,3976,72,59,17
960,4008,4202,92,50,10
961,4053,4074,80,64,8
962,4064,4009,81,58,12
963,4023,4121,79,45,11
964,3927,4068,83,46,22
965,3930,4091,89,65,11
966,4089,4226,80,55,21
967,4079,4118,86,52,14
968,3996,4300,91,53,10
969,4072,4158,81,60,18
970,3946,4243,94,68,17
971,3914,4103,74,59,11
972,3979,3983,80,49,13
973,3967,4115,82,50,10
974,3894,4189,93,69,20
975,3961,4026,80,52,14
976,3977,4125,102,51,20
977,3915,4042,89,53,8
978,3969,4156,104,50,15
979,4082,4115,87,48,11
980,3941,4174,83,41,12
981,4027,4130,96,57,11
982,4084,4171,61,54,9
983,3942,4018,96,51,15
984,3995,4146,85,75,11
985,4001,4155,75,47,18
986,3945,4048,89,51,12
987,3920,4064,77,68,13
988,4044,4184,99,45,11
989,4042,4046,88,60,17
990,4087,4057,83,54,15
991,3983,4116,91,58,9
992,4059,4032,82,57,15
993,3969,4132,88,56,10
994,4054,3927,90,59,21
995,4039,4233,88,64,13
996,3898,3951,77,55,12
997,3980,4111,72,79,16
998,3927,4072,85,60,15
999,4013,4125,102,63,8
1000,4011,4055,62,61,18
