Avg_ch1,Err_ch1,Avg_ch2,Err_ch2,Avg_ch3,Err_ch3,Avg_ch4,Err_ch4
83.776,0.5779804126069994,9109.282,6.121469291786922,84.852,0.5482088260115089,56.394,0.47614889874258215
Sample,ch1,ch2,ch3,ch4
743,74,9078,96,53
744,91,9121,92,57
745,77,9124,83,77
746,80,9088,89,45
747,74,9276,85,45
748,87,9174,72,53
749,112,9000,93,54
750,72,8986,72,45
751,91,8962,66,64
752,74,9156,83,47
753,81,9071,80,68
754,69,9067,76,50
755,94,9188,78,45
756,87,9103,80,54
757,78,9147,82,56
758,90,9130,83,52
759,73,9091,92,50
760,74,9233,91,53
761,94,9164,87,47
762,75,9116,90,65
763,71,9078,77,56
764,81,8960,74,61
765,88,9026,93,60
766,95,9050,92,52
767,74,9141,90,50
768,75,9072,82,59
769,81,9312,84,65
770,80,9094,91,43
771,83,9275,79,68
772,96,9300,97,59
773,76,9038,104,58
774,79,9121,104,58
775,76,9103,80,69
776,87,9231,82,54
777,111,9241,81,67
778,69,9222,83,58
779,82,9141,89,60
780,83,9092,88,57
781,89,9155,95,59
782,83,9050,85,43
783,84,9041,66,40
784,87,9123,83,47
785,69,9323,99,49
786,82,9142,79,75
787,84,9065,87,72
788,94,9247,111,70
789,85,9007,93,64
790,77,9060,92,57
791,99,9254,93,61
792,98,9120,85,64
793,80,9296,115,55
794,98,9078,79,47
795,84,9073,79,51
796,85,9217,66,54
797,98,9161,78,47
798,95,9160,94,54
799,86,9022,87,58
800,87,9267,80,56
801,73,9061,83,46
802,76,9099,83,51
803,95,9196,73,56
804,91,9143,92,57
805,67,9142,77,57
806,71,9233,98,51
807,86,9163,76,54
808,74,9217,89,60
809,90,9059,72,67
810,85,9230,91,62
811,77,9207,99,59
812,64,9007,86,54
813,83,9054,83,56
814,74,9139,102,55
815,94,9050,76,60
816,87,9051,80,56
817,83,9181,74,46
818,80,9164,97,58
819,85,9074,88,54
820,85,9159,75,58
821,75,9138,76,52
822,78,9206,75,60
823,84,8880,78,49
824,86,9006,106,66
825,84,9164,76,41
826,86,9018,87,61
827,87,9268,77,53
828,86,9049,84,62
829,85,9039,78,56
830,87,8965,83,60
831,79,9130,88,49
832,82,9168,94,67
833,85,9266,89,55
834,89,9117,82,41
835,85,9195,87,69
836,61,9112,92,43
837,87,8982,78,45
838,81,9241,69,63
839,89,9095,86,69
840,87,8982,92,64
841,71,9075,101,38
842,93,9126,83,48
843,82,9178,79,67
844,87,9161,71,60
845,92,9090,85,54
846,98,9124,89,58
847,73,9083,84,65
848,71,9117,95,52
849,105,9126,77,54
850,83,9032,93,53
851,78,9148,79,43
852,97,9127,74,56
853,107,9065,84,51
854,74,9102,86,44
855,92,8983,96,56
856,79,9136,91,49
857,91,8867,97,50
858,70,9176,80,53
859,80,9102,91,57
860,79,9181,76,61
861,80,9102,79,55
862,76,9188,103,69
863,99,9197,70,59
864,96,9186,87,59
865,83,9316,88,53
866,76,9140,81,44
867,79,9161,82,42
868,87,9086,78,51
869,80,9189,92,54
870,87,9100,93,61
871,77,8875,92,56
872,80,9125,83,54
873,100,8946,72,51
874,79,8942,92,59
875,82,9129,85,50
876,97,9209,98,61
877,75,9124,91,59
878,75,8979,85,56
879,87,9063,86,48
880,97,9002,81,68
881,78,9437,80,54
882,85,9186,101,52
883,89,9147,76,59
884,77,9120,77,47
885,81,9059,90,54
886,83,9049,76,56
887,91,8918,89,55
888,86,9081,86,59
889,87,9138,100,50
890,90,9009,81,48
891,72,9163,82,61
892,80,9047,99,44
893,58,9233,85,54
894,87,9099,97,69
895,79,9085,81,46
896,93,9071,76,63
897,57,9061,79,57
898,77,9320,93,64
899,86,9140,81,55
900,84,9133,84,55
901,74,9202,90,43
902,79,9176,85,60
903,99,9226,92,48
904,87,9121,80,57
905,86,9092,87,50
906,75,9046,81,53
907,90,9039,66,50
908,88,9125,91,53
909,84,9262,96,66
910,84,9077,80,57
911,82,9105,84,54
912,79,9113,98,61
913,81,9173,86,50
914,94,9233,108,58
915,75,9075,73,63
916,77,9163,89,41
917,89,9081,87,50
918,87,9218,110,55
919,77,9196,83,61
920,83,8938,88,54
921,91,8953,83,55
922,96,9085,97,58
923,87,9193,81,56
924,61,9010,92,73
925,78,9090,82,52
926,83,9092,80,49
927,67,9160,78,47
928,83,9105,95,56
929,79,9149,93,57
930,90,9159,85,63
931,87,9092,92,58
932,87,8985,84,49
933,64,9132,82,67
934,87,9081,99,45
935,95,9254,90,47
936,74,9206,96,31
937,85,8929,95,57
938,99,9153,86,57
939,83,9033,87,54
940,85,9190,97,55
941,74,9156,72,52
942,93,9038,85,54
943,82,9239,89,59
944,73,9095,82,49
945,76,9287,86,55
946,81,9172,95,45
947,78,8800,90,54
948,78,9094,76,58
949,73,9138,79,50
950,79,9012,99,59
951,79,9228,94,53
952,85,9050,86,41
953,92,9089,73,55
954,77,8985,79,62
955,84,9088,85,56
956,88,9141,85,50
957,94,9074,92,58
958,89,9136,94,48
959,72,9238,86,74
960,78,9179,106,49
961,76,9083,85,48
962,96,9148,79,54
963,71,9099,76,62
964,84,9251,91,57
965,89,9224,91,49
966,75,9145,72,51
967,92,9281,92,47
968,83,9036,89,50
969,81,9019,85,58
970,78,8993,85,53
971,92,9057,76,57
972,92,9056,93,61
973,90,9158,88,46
974,73,8954,71,68
975,86,9061,74,54
976,82,8997,90,61
977,76,9117,89,34
978,86,9112,92,54
979,92,9256,86,60
980,81,9225,67,55
981,76,9033,71,61
982,85,8815,85,60
983,93,9132,85,62
984,99,9207,85,60
985,84,9179,75,57
986,71,9129,76,53
987,78,9065,75,54
988,80,9049,84,67
989,86,9149,102,58
990,95,9020,94,59
991,81,9042,97,59
992,105,9204,102,51
993,89,9119,71,45
994,99,9182,76,55
995,83,9190,75,59
996,94,9005,90,56
997,81,9068,78,53
998,84,9150,92,63
999,94,9166,84,52
1000,85,9133,89,65
