Avg_ch1,Err_ch1,Avg_ch2,Err_ch2,Avg_ch3,Err_ch3,Avg_ch4,Err_ch4,Avg_coinc12,Err_coinc12
7563.461,5.697360602404751,8727.234,6.138554131293689,85.586,0.554275777603205,57.216,0.4752844109281002,633.753,1.6579181694693668
Sample,ch1,ch2,ch3,ch4,coinc12
941,7386,8725,85,56,603
942,7457,8805,89,51,612
943,7403,8627,88,55,651
944,7436,8716,85,71,642
945,7527,8695,76,69,621
946,7757,8824,73,65,676
947,7614,8742,82,64,644
948,7515,8760,87,63,634
949,7725,8748,84,50,636
950,7665,8651,76,55,676
951,7451,8685,78,55,623
952,7571,8695,78,65,661
953,7570,8810,92,69,668
954,7525,8777,91,44,629
955,7621,8612,98,56,626
956,7401,8811,79,46,627
957,7569,8656,89,52,640
958,7521,8644,72,61,606
959,7497,8588,87,53,646
960,7498,8659,103,60,621
961,7449,8790,78,56,609
962,7457,8700,89,63,654
963,7697,8660,85,47,664
964,7463,8803,84,60,615
965,7425,8784,90,52,572
966,7591,8662,78,49,580
967,7631,8838,74,60,680
968,7583,8777,77,58,676
969,7704,8883,97,69,604
970,7471,8651,67,62,645
971,7443,8819,93,64,652
972,7599,8801,104,61,647
973,7673,8595,80,64,658
974,7418,8860,92,40,620
975,7497,8572,86,54,582
976,7584,8746,80,73,618
977,7527,8693,73,55,628
978,7519,8783,85,48,662
979,7496,8866,98,60,673
980,7587,8689,81,49,626
981,7488,8618,71,66,637
982,7468,8628,93,69,674
983,7515,8790,83,52,660
984,7434,8839,93,57,593
985,7550,8514,96,67,637
986,7646,8522,88,58,632
987,7621,8513,80,58,637
988,7711,8924,88,75,599
989,7359,8673,79,63,600
990,7516,8756,86,56,633
991,7431,8790,86,46,647
992,7695,8771,80,67,641
993,7720,8636,80,52,594
994,7762,8862,90,51,608
995,7677,8738,96,55,626
996,7580,8623,99,61,609
997,7577,8806,79,58,659
998,7621,8855,83,62,648
999,7631,8744,83,56,632
1000,7539,8550,76,75,688
